TRAINING DATASET	HUMAN ENTREZ	MOUSE ENTREZ	MAPPING	SYM	SYNONYMS	DESCRIPTION	TARGETP	YEASTMITOHOMOLOG	RICKETTSIA_BLASTP_EXPECT	MITODOMAIN	PGC_INDUCTION	COEXPRESSION_GNF_N50	PROTEOMICS	MAESTRO_SCORE	MITOCARTA_cFDR	MITOCARTA_LIST	MCARTA_TYPE	NUM_MSMS_TISSUES	CHOMOSOME	START	STOP	PFAM_DOMAINS
	3441	242519	HomoloGene	IFNA4	INFA4|MGC142200	"interferon, alpha 4"	0			-1		9		-7	82%	0			9	21176692	21177669	Interferon
	163782	242553	HomoloGene	ANKRD38	FLJ10884|KIAA0172|RP5-1155K23.5|dJ1078M7.1	ankyrin repeat domain 38	0			0	0	0	0-25ambig	-5	67%	0		2	1	62475408	62557670	Ank
	84938	242557	HomoloGene	ATG4C	APG4-C|APG4C|AUTL1|AUTL3|FLJ14867	ATG4 autophagy related 4 homolog C (S. cerevisiae)	0			-1	0	0		-11	93%	0			1	63022390	63102637	Peptidase_C54
	79819	242584	HomoloGene	WDR78	FLJ23129|RP11-342H21.1	WD repeat domain 78	4			0	1	0		-3	57%	0			1	67051155	67163157	WD40
	23169	242585	HomoloGene	SLC35D1	KIAA0260|MGC138236|UGTREL7	"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1"	5	1		-2	0			2	18%	0			1	67242438	67292315	TPT
	163747	242602	HomoloGene	C1orf177	FLJ40201	chromosome 1 open reading frame 177	4			-2				-2	46%	0			1	55044323	55080512	
	63950	242620	MGI	DMRTA2	-	DMRT-like family A2	0			-1	0	1		-11	93%	0			1	50655809	50659795	DMA | DM
	84842	242642	HomoloGene	GLOXD1	MGC15668|RP4-534D1.1	glyoxalase domain containing 1	2			-2	6	1		4	11%	0			1	45565131	45566933	
	9783	242662	HomoloGene	RIMS3	KIAA0237|NIM3|RIM3	regulating synaptic membrane exocytosis 3	0			0			0-25crude	-6	75%	0		10	1	40858938	40903914	C2
	127294	242702	HomoloGene	MYOM3	FLJ35961|MGC71483|RP11-293P20.1	"myomesin family, member 3"	0			-1		1		-10	90%	0			1	24255121	24294079	I-set | fn3 | ig | V-set
	127707	242721	HomoloGene	KLHDC7A	FLJ38753|RP11-422P22.2	kelch domain containing 7A	0			-1				-9	88%	0			1	18680452	18682885	Kelch_2 | Kelch_1
	50651	242773	HomoloGene	SLC45A1	DNB5|KIAA0458	"solute carrier family 45, member 1"	0			-1	0			-10	90%	0			1	8306976	8326813	MFS_1
	9903	242785	HomoloGene	KLHL21	KIAA0469|MGC99635	kelch-like 21 (Drosophila)	0			-1	1	1		-11	93%	0			1	6573370	6585515	Kelch_2 | BACK | BTB | Kelch_1
	154661	242819	HomoloGene	RPIB9	FLJ30671|MGC26655|RPIP9	Rap2-binding protein 9	0			-1	0			-10	90%	0			7	87095664	87297690	RUN
	222236	242864	HomoloGene	NAPE-PLD	DKFZp781D1098	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	0	1		-2	0	7		2	15%	0			7	102527458	102576740	
	155100	242891	HomoloGene	LOC155100	-	similar to T-complex protein 1	0		0.0000022	0	0			-2	51%	0			7	151768002	151775286	Cpn60_TCP1
	57180	242894	HomoloGene	ACTR3B	ARP11|ARP3BETA|DKFZp686O24114	ARP3 actin-related protein 3 homolog B (yeast)	0			0	0			-5	73%	0			7	152087783	152183395	Actin
	150946	242915	HomoloGene	FAM59B	FLJ00375|KIAA2038	"family with sequence similarity 59, member B"	0			-1	0	1		-11	93%	0			2	26248518	26266168	SAM_1
	26234	242960	HomoloGene	FBXL5	FBL4|FBL5|FLR1	F-box and leucine-rich repeat protein 5	0			0	0	0		-6	82%	0			4	15215251	15266110	F-box | LRR_1 | LRR_2
	389208	243083	HomoloGene	TMPRSS11F	FLJ16046	"transmembrane protease, serine 11F"	0			-1		0		-10	90%	0			4	68601510	68678181	Trypsin | SEA
	121256	243274	HomoloGene	TMEM132D	KIAA1944|MGC138770|MGC138771|MOLT	transmembrane protein 132D	0			-2		0		-6	77%	0			12	128122223	128954165	
	392617	243312	HomoloGene	LOC392617	-	similar to slit homolog 1	0			0	0	1		-6	82%	0			7	1750758	1753244	LRR_1
	222962	243328	HomoloGene	SLC29A4	ENT4|FLJ34923|PMAT	"solute carrier family 29 (nucleoside transporters), member 4"	0			-1	0	0		-11	93%	0			7	5289100	5310215	Nucleoside_tran
	90627	243362	HomoloGene	STARD13	DLC2|FLJ37385|GT650	START domain containing 13	0			-1	0	0		-11	93%	0			13	32575306	32757891	START | RhoGAP | SAM_2
	23145	243369	HomoloGene	SSPO	FLJ36112|FLJ45737|KIAA2036|SCO-spondin	SCO-spondin homolog (Bos taurus)	0			-1	0			-10	90%	0			7	149143084	149162000	TIL | VWC | TSP_1 | DUF1787 | Ldl_recept_a
	65999	243371	HomoloGene	LRRC61	FLJ22216|FLJ31392|HSPC295|MGC3036	leucine rich repeat containing 61	0			0		1		-6	75%	0			7	149651537	149666171	LRR_1
	155038	243374	HomoloGene	GIMAP8	DKFZp667I133|IANT|MGC129545|hIAN6	"GTPase, IMAP family member 8"	0			0	0	1		-6	82%	0			7	149778894	149807415	AIG1
	285513	243385	HomoloGene	GPRIN3	FLJ42625|GRIN3	GPRIN family member 3	0			-2		1	0-25ambig	-4	64%	0		2	4	90387286	90447966	
	131669	243537	HomoloGene	UROC1	FLJ31300|HMFN0320|MGC135007|MGC135008	urocanase domain containing 1	0			-2	0	0		-7	85%	0			3	127682813	127719283	Urocanase
	51066	243612	HomoloGene	C3orf32	-	chromosome 3 open reading frame 32	0			-2		1		-6	77%	0			3	8636319	8668736	
	6538	243616	HomoloGene	SLC6A11	GAT-3|GAT3	"solute carrier family 6 (neurotransmitter transporter, GABA), member 11"	0			-1	0	2	0-25crude	-12	93%	0		4	3	10832916	10955145	SNF
	51267	243653	HomoloGene	CLEC1A	CLEC1|MGC34328	"C-type lectin domain family 1, member A"	0			-1				-9	88%	0			12	10114346	10142871	Lectin_C
	1129	243764	HomoloGene	CHRM2	FLJ43243|HM2|MGC120006|MGC120007	"cholinergic receptor, muscarinic 2"	0			-1		0		-10	90%	0			7	136203938	136352310	7tm_1
	64761	243771	HomoloGene	PARP12	FLJ22693|PARP-12|ZC3H1|ZC3HDC1	"poly (ADP-ribose) polymerase family, member 12"	0			-1	0			-10	90%	0			7	139370017	139409989	PARP | zf-CCCH
	94059	243813	HomoloGene	LENG9	-	leukocyte receptor cluster (LRC) member 9	0			-1	0	4		-11	93%	0			19	59664787	59666705	zf-CCCH
	29998	243842	HomoloGene	GLTSCR1	-	glioma tumor suppressor candidate region gene 1	0			-2		1		-6	77%	0			19	52874030	52898290	
	26093	243846	HomoloGene	CCDC9	DKFZP586M1019	coiled-coil domain containing 9	0			-2	1	0		-7	85%	0			19	52451631	52467049	
	4276	243864	HomoloGene	MICA	MGC111087|PERB11.1	MHC class I polypeptide-related sequence A	0			-1		0		-10	90%	0			6	31479349	31491068	MHC_I | ig | C1-set
	388553	243866	HomoloGene	LOC388553	-	hypothetical LOC388553	0			0				-4	65%	0			19	50934793	50959215	HLH | HMG_box
	23403	243867	HomoloGene	FBXO46	20D7-FC4|FBXO34L|Fbx46	F-box protein 46	5			0	0	0		-4	64%	0			19	50905726	50925990	F-box
	57677	243906	HomoloGene	ZFP14	KIAA1559|ZNF531	zinc finger protein 14 homolog (mouse)	0			-1	0	0		-11	93%	0			19	41519001	41561917	zf-C2H2 | KRAB
	84063	243911	HomoloGene	KIRREL2	DKFZP564A1164|FILTRIN|MGC15718|NEPH3|NLG1	kin of IRRE like 2 (Drosophila)	0			-1		0		-10	90%	0			19	41039663	41049877	I-set | ig | V-set | C2-set_2
	388531	243923	HomoloGene	RGS9BP	FLJ45744|PERRS|R9AP|RGS9	regulator of G protein signalling 9 binding protein	0			-2		0		-6	77%	0			19	37858152	37863270	
	9745	243937	HomoloGene	ZNF536	KIAA0390	zinc finger protein 536	0			0	0		0-25ambig	-3	58%	0		2	19	35555167	35740804	zf-C2H2
	89790	243958	HomoloGene	SIGLEC10	MGC126774|PRO940|SIGLEC-10|SLG2	sialic acid binding Ig-like lectin 10	0			-1	0	0		-11	93%	0			19	56605086	56612763	I-set | ig | V-set | C2-set_2
	25888	243963	HomoloGene	ZNF473	HZFP100|ZN473	zinc finger protein 473	0			-1		0		-10	90%	0			19	55221023	55243844	zf-C2H2 | KRAB
	117194	243978	HomoloGene	MRGPRX2	MRGX2	"MAS-related GPR, member X2"	0			-1				-9	88%	0			11	19032577	19038803	7tm_1
	259249	243979	HomoloGene	MRGPRX1	GPCR|MRGX1|SNSR4	"MAS-related GPR, member X1"	0			-1	0	0		-11	93%	0			11	18904778	18913124	7tm_1
	55784	244049	HomoloGene	MCTP2	FLJ11175|FLJ33303|MGC111402	"multiple C2 domains, transmembrane 2"	0			0		0	0-25ambig	-4	62%	0		2	15	92642498	92823266	C2
	25987	244152	HomoloGene	TSKU	E2IG4|LRRC54|TSK	tsukushin	0			0	0	0		-6	82%	0			11	76171932	76186845	LRR_1
	50613	244178	HomoloGene	UBQLN3	TUP-1	ubiquilin 3	0			-1	0	1		-11	93%	0			11	5485105	5487728	UBA | ubiquitin
	341277	244199	HomoloGene	OVCH2	OVTN	ovochymase 2	0			-1		0		-10	90%	0			11	7669019	7684516	Trypsin | CUB
	120227	244209	HomoloGene	CYP2R1	MGC4663	"cytochrome P450, family 2, subfamily R, polypeptide 1"	0			0		1		-6	75%	0			11	14856130	14870326	p450
	51333	244216	HomoloGene	ZNF771	DSC43	zinc finger protein 771	0			0	1	2		-6	82%	0			16	30326977	30338235	zf-C2H2
	79759	244219	HomoloGene	ZNF668	FLJ13479|FLJ14492	zinc finger protein 668	0			0	0	0		-6	82%	0			16	30979671	30993004	DUF1610 | zf-C2H2
	23026	244281	HomoloGene	RP11-54H7.1	KIAA0865|MYR8	myosin heavy chain Myr 8	0		0.00055	0	0			-2	51%	0			13	108046500	108658355	IQ | Ank | Myosin_head
	79648	244329	HomoloGene	MCPH1	BRIT1|FLJ12847|MCT	"microcephaly, primary autosomal recessive 1"	0			-1		0		-10	90%	0			8	6276479	6489213	BRCT
	11160	244373	HomoloGene	SPFH2	C8orf2|MGC87072	"SPFH domain family, member 2"	0		0.00019	0	0	0	0-25crude	-5	68%	0		2	8	37713306	37734475	Band_7
	79660	244416	HomoloGene	PPP1R3B	FLJ14005|GL|PPP1R4	"protein phosphatase 1, regulatory (inhibitor) subunit 3B"	5			-1	0	3		-9	87%	0			8	9032915	9045615	CBM_21
	116966	244484	HomoloGene	WDR17	FLJ26618	WD repeat domain 17	0			0		0		-6	75%	0			4	177224125	177340959	WD40
	79883	244550	HomoloGene	PODNL1	FLJ23447|SLRR5B	podocan-like 1	0			0		0		-6	75%	0			19	13904166	13910288	LRR_1
	163049	244556	HomoloGene	ZNF791	FLJ90396|MGC126179|MGC126180	zinc finger protein 791	0			-1	0	0		-11	93%	0			19	12582752	12601675	DUF1610 | zf-C2H2 | KRAB
	94160	244562	HomoloGene	ABCC12	MGC27071|MRP9	"ATP-binding cassette, sub-family C (CFTR/MRP), member 12"	0	1	7.50E-27	0	0		0-25ambig	5	10%	1	computational_pred	3	16	46674384	46738181	ABC_tran | ABC_membrane
	23322	244585	HomoloGene	KIAA1005	DKFZp686C0668	KIAA1005 protein	0			0	0			-5	73%	0			16	52192190	52295258	C2
	29070	244608	HomoloGene	CCDC113	DKFZP434N1418|FLJ23555|HSPC065	coiled-coil domain containing 113	0			-2	0	0		-7	85%	0			16	56841363	56875240	
	23035	244650	HomoloGene	PHLPPL	KIAA0931	PH domain and leucine rich repeat protein phosphatase-like	0			0		0		-6	75%	0			16	70236352	70306204	PP2C | LRR_1
	54768	244653	HomoloGene	HYDIN	DKFZp434D0513|DKFZp434L0850|FLJ12871|FLJ14665|KIAA1864	hydrocephalus inducing homolog (mouse)	0			-2	0	0	0-25ambig	-5	71%	0		7	16	69618511	69822069	
	83932	244666	HomoloGene	C1orf124	DDDL1880|DKFZP547N043|PRO4323|dJ876B10.3	chromosome 1 open reading frame 124	0			-2		0		-6	77%	0			1	229540304	229556611	
	27185	244667	HomoloGene	DISC1	KIAA0457|SCZD9	disrupted in schizophrenia 1	0			-2		0		-6	77%	0			1	229829183	230243640	
	53942	244682	HomoloGene	CNTN5	HNB-2s|NB-2	contactin 5	0			-1				-9	88%	0			11	98397080	99732682	I-set | fn3 | ig | V-set
	55693	244694	MGI	JMJD2D	FLJ10251|MGC141909	jumonji domain containing 2D	0			-1		2		-10	90%	0			11	94346492	94372325	JmjN | JmjC
	57693	244713	HomoloGene	ZNF317	KIAA1588	zinc finger protein 317	0			-1		1		-10	90%	0			19	9112072	9135083	zf-C2H2 | KRAB
	162993	244721	HomoloGene	LOC162993	-	hypothetical protein LOC162993	0			0	0	0		-6	82%	0			19	9729150	9741046	zf-C2H2 | KRAB
	23333	244745	HomoloGene	DPY19L1	KIAA0877	dpy-19-like 1 (C. elegans)	0			-2	0	0		-7	85%	0			7	34935017	35044177	
	390259	244813	HomoloGene	LOC390259	-	hypothetical protein	5			-1		0		-8	87%	0			11	122353566	122360965	Homeobox
	255239	244859	HomoloGene	ANKK1	PKK2	ankyrin repeat and kinase domain containing 1	4		0.000043	-1		0		-4	64%	0			11	112763722	112776349	Pkinase_Tyr | Pkinase | Ank
	143903	244864	HomoloGene	LAYN	FLJ30977|FLJ31092	layilin	0			-1				-9	88%	0			11	110916442	110936997	Lectin_C
	4863	244879	HomoloGene	NPAT	E14	"nuclear protein, ataxia-telangiectasia locus"	0			-2	0	2		-7	85%	0			11	107533326	107598506	
	646892	244885	HomoloGene	LOC646892	-	similar to SH2 domain protein 2A (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein) (SH2 domain-containing adapter protein)	0			-2		0		-6	77%	0			15	76171981	76183447	SH2
	123591	244886	HomoloGene	C15orf27	FLJ30304|FLJ38190	chromosome 15 open reading frame 27	0			-2	0	0		-7	85%	0			15	74139353	74284357	
	79834	244895	HomoloGene	KIAA2002	FLJ21140|FLJ34483	KIAA2002 protein	0			-2	0			-6	76%	0			15	75187544	75261322	Pkinase
	145741	244911	HomoloGene	NLF1	-	nuclear localized factor 1	3			-2				-1	38%	0			15	60146493	60148394	
	112609	244958	HomoloGene	C6orf117	RP11-51G5.2	chromosome 6 open reading frame 117	0			-2		0		-6	77%	0			6	84800138	84857317	
	57231	244962	HomoloGene	SNX14	MGC13217|RGS-PX2	sorting nexin 14	5			-1	2	0		-6	76%	0			6	86271932	86360347	PX | Nexin_C | PXA
	253461	245007	HomoloGene	ZBTB38	FLJ22332|FLJ31131|FLJ35036	zinc finger and BTB domain containing 38	0			-1				-9	88%	0			3	142588410	142651323	BTB | zf-C2H2
	441864	245126	HomoloGene	LOC441864	-	similar to osteoclast-associated receptor isoform 5	0			-1		0		-10	90%	0			19	59265068	59269172	
	90592	245174	HomoloGene	ZNF700	DKFZp434I1610	zinc finger protein 700	0			-1	0			-10	90%	0			19	11896899	11922577	zf-C2H2 | KRAB
	167359	245269	HomoloGene	MGC42105	-	hypothetical protein MGC42105	0			-1	0	0		-11	93%	0			5	43228083	43316708	Pkinase_Tyr | Pkinase
	131540	245308	HomoloGene	ZDHHC19	MGC33345	"zinc finger, DHHC-type containing 19"	0			-1	0	0		-11	93%	0			3	197408719	197422696	zf-DHHC
	347454	245381	HomoloGene	ANKRD58	-	ankyrin repeat domain 58	0			0		0		-6	75%	0			X	118776241	118778154	Ank
	340578	245403	HomoloGene	WDR40C	-	WD repeat domain 40C	0			0	0	0		-6	82%	0			X	125126194	125127614	WD40
	139170	245404	HomoloGene	WDR40B	KIAA1892L	WD repeat domain 40B	0			0	0	0		-6	82%	0			X	125511049	125514514	WD40
	29944	245468	HomoloGene	PNMA3	MA3|MA5|MGC132756|MGC132758	paraneoplastic antigen MA3	0			-2	0	0		-7	85%	0			X	151975529	151979477	
	57595	245469	HomoloGene	PDZD4	FLJ34125|KIAA1444|LU1|PDZK4|PDZRN4L	PDZ domain containing 4	0			0	0	0		-6	82%	0			X	152720816	152749196	PDZ
	55906	245522	HomoloGene	KIAA1166	HCA127	KIAA1166	0			-2	1			-6	76%	0			X	64052985	64113060	
	60401	245527	HomoloGene	EDA2R	EDA-A2R|EDAA2R|TNFRSF27|XEDAR	ectodysplasin A2 receptor	0			-1				-9	88%	0			X	65732203	65752597	TNFR_c6
	158833	245533	HomoloGene	DGAT2L3	AWAT1|DGA2	diacylglycerol O-acyltransferase 2-like 3	0			-1		0		-10	90%	0			X	69371270	69376864	DAGAT
	158830	245536	HomoloGene	LOC158830	-	similar to Ab2-183	0			-2				-5	70%	0			X	70240561	70243144	
	340529	245545	HomoloGene	RP11-493K23.3	LOC340529	"similar to poly(A)binding protein, cytoplasmic 1"	0			0				-4	65%	0			X	72213839	72216075	RRM_1
	50945	245572	HomoloGene	TBX22	CLPA|TBXX|dJ795G23.1	T-box 22	0			-1	3	0		-6	82%	0			X	79164397	79173923	T-box
	90316	245583	HomoloGene	TGIF2LX	MGC34726|TGIFLX	"TGFB-induced factor 2-like, X-linked"	0			-2	0	1		-7	85%	0			X	89063595	89064537	Homeobox
	139324	245596	HomoloGene	CXorf43	D030011N01Rik|FLJ30678|MGC126769|MGC126771	chromosome X open reading frame 43	0			-1				-9	88%	0			X	83462864	83644113	Homeobox
	114928	245607	HomoloGene	GPRASP2	FLJ35662|FLJ37327|GASP2	G protein-coupled receptor associated sorting protein 2	0			-1	0	0		-11	93%	0			X	101853995	101859316	DUF634
	3811	245616	HomoloGene	KIR3DL1	AMB11|CD158E1|CD158E1/2|CD158E2|CL-11|CL-2|KIR|KIR-G1|KIR3DL1/2V|KIR3DS1|MGC119726|MGC119728|MGC126589|MGC126591|NKAT10|NKAT3|NKB1|NKB1B	"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1"	0			-1				-9	88%	0			19	60019743	60034043	ig
	54885	245638	HomoloGene	TBC1D8B	FLJ20298	"TBC1 domain family, member 8B (with GRAM domain)"	0			-1				-9	88%	0			X	105932574	106006035	GRAM | TBC
	11279	245671	HomoloGene	KLF8	BKLF3|DKFZp686O08126|DXS741|MGC138314|ZNF741	Kruppel-like factor 8	0			0		0		-6	75%	0			X	56275631	56328254	zf-C2H2
	257240	245683	HomoloGene	RP11-450P7.3	MGC125650	hypothetical protein LOC257240	0			-1	0	0		-11	93%	0			X	21583529	21586368	Kelch_2 | BACK | BTB | Kelch_1
	170082	245695	HomoloGene	MGC17403	-	hypothetical protein MGC17403	0			-1		0		-10	90%	0			X	13590947	13591603	TFIIS | TFIIS_M
	2196	245827	HomoloGene	FAT2	CDHF8|HFAT2|MEGF1	FAT tumor suppressor homolog 2 (Drosophila)	0			-1	0	0		-11	93%	0			5	150863846	150928697	Laminin_G_2 | EGF | EGF_2 | Cadherin
	5437	245841	HomoloGene	POLR2H	RPABC3|RPB17|RPB8|hsRPB8	polymerase (RNA) II (DNA directed) polypeptide H	0			-1	0	1		-11	93%	0			3	185563887	185569056	RNA_pol_Rpb8
	54961	245857	HomoloGene	SSH3	FLJ10928|FLJ20515|SSH-3	slingshot homolog 3 (Drosophila)	4			-1	0	0		-8	86%	0			11	66827576	66836646	DSPc | DEK_C
	55700	245877	HomoloGene	RPRC1	FLJ10350|MGC117315|PARCC1	arginine/proline rich coiled-coil 1	0			-2	0			-6	76%	0			1	36394389	36419027	MAP7
	10810	245880	HomoloGene	WASF3	KIAA0900|SCAR3|WAVE3	"WAS protein family, member 3"	0			-1	0	1	0-25ambig	-9	89%	0		2	13	26029839	26161081	WH2
	346653	245884	HomoloGene	LOC346653	-	hypothetical protein LOC346653	0			-2	0			-6	76%	0			7	128099577	128110607	
	80071	245902	HomoloGene	CCDC15	FLJ13215	coiled-coil domain containing 15	0			-2			0-25ambig	-3	56%	0		2	11	124329226	124380306	
	51542	245944	HomoloGene	VPS54	HCC8|SLP-8p|VPS54L|hVps54L	vacuolar protein sorting 54 (S. cerevisiae)	0			-2	0	2		-7	85%	0			2	63973170	64099717	Vps54
	54502	245945	HomoloGene	FLJ20273	DKFZp686F02235	RNA-binding protein	0			0	0			-5	73%	0			4	40120482	40212724	RRM_1
	140578	246048	HomoloGene	CHODL	C21orf68|FLJ12627|MT75|PRED12	chondrolectin	0			-1	0	0		-11	93%	0			21	18539020	18561557	Lectin_C
	25914	246102	HomoloGene	RTTN	DKFZP434G145|FLJ26356|FLJ39085	rotatin	5			-2	0	0		-5	69%	0			18	65822019	66023943	
	114990	246154	HomoloGene	VASN	SLITL2	vasorin	0			-1	1			-10	90%	0			16	4361849	4373529	LRRNT | EGF | fn3 | LRR_1
	4302	246198	HomoloGene	MLLT6	AF17|FLJ23480	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6"	0			-1		0		-10	90%	0			17	34115400	34136966	PHD
	124641	246257	MGI	OVCA2	-	candidate tumor suppressor in ovarian cancer 2	2			-1	0	0		-5	70%	0			17			FSH1
	57563	246293	HomoloGene	KLHL8	FLJ46304|KIAA1378	kelch-like 8 (Drosophila)	4			-1	1	0		-8	86%	0			4	88301237	88360697	Kelch_2 | BTB | BACK | Kelch_1
	81832	246317	HomoloGene	NETO1	BCTL1|BTCL1	neuropilin (NRP) and tolloid (TLL)-like 1	0			-1				-9	88%	0			18	68565766	68685789	CUB
	11234	246694	HomoloGene	HPS5	AIBP63|KIAA1017	Hermansky-Pudlak syndrome 5	0			-2	0	0		-7	85%	0			11	18256792	18300296	
	245932	246700	HomoloGene	DEFB119	DEFB-19|DEFB-20|DEFB120|ESC42-RELA|ESC42-RELB|MGC71893	"defensin, beta 119"	0			-1	0	0	25-50ambig	-7	82%	0		1	20	29428627	29442066	
GO mito annotation	128240	246703	HomoloGene	APOA1BP	AIBP|MGC119143|MGC119144|MGC119145	apolipoprotein A-I binding protein	2			-1	1	17	50-75pure	10	3%	1	proteomics	14	1	154828181	154830714	YjeF_N
	84034	246707	HomoloGene	EMILIN2	EMILIN-2|FLJ33200|FOAP-10	elastin microfibril interfacer 2	0			-1	1	2		-11	93%	0			18	2837027	2904089	C1q | EMI
	4940	246727	HomoloGene	OAS3	MGC133260|p100	"2'-5'-oligoadenylate synthetase 3, 100kDa"	0			0	0	0		-6	82%	0			12	111860631	111895436	NTP_transf_2
	146722	246746	HomoloGene	CD300LF	CD300f|CLM1|IREM1|IgSF13|NKIR	CD300 molecule-like family member f	0			-1				-9	88%	0			17	70202046	70220702	V-set
	149685	246747	HomoloGene	SMAF1	KIAA1219|MGC149650|MGC39724|RP5-1100H13.2	small adipocyte factor 1	0			-2	0	2		-7	85%	0			20	36643251	36650517	
	6524	246787	HomoloGene	SLC5A2	SGLT2	"solute carrier family 5 (sodium/glucose cotransporter), member 2"	0		7.40E-09	-2	0	2		-4	63%	0			16	31401939	31409589	SSF
	162514	246788	HomoloGene	TRPV3	VRL3	"transient receptor potential cation channel, subfamily V, member 3"	0			-1	0	0		-11	93%	0			17	3363235	3408038	Ion_trans | Ank
	9760	252838	HomoloGene	TOX	KIAA0808	thymus high mobility group box protein TOX	0			0	0	0		-6	82%	0			8	59880530	60194320	HMG_box
	128853	252864	HomoloGene	DUSP15	VHY	dual specificity phosphatase 15	0			0	0	0		-6	82%	0			20	29912530	29922139	DSPc
	130340	252903	HomoloGene	AP1S3	-	"adaptor-related protein complex 1, sigma 3 subunit"	3			-1	4	0		-2	52%	0			2	224328290	224410562	Clat_adaptor_s
	81928	252966	HomoloGene	CABLES2	C20orf150|dJ908M14.2|ik3-2	Cdk5 and Abl enzyme substrate 2	5			-1	4			-3	57%	0			20	60397082	60415727	Cyclin_N
	83853	252967	HomoloGene	ROPN1L	ASP|FLJ25776	ropporin 1-like	0			-1	0	0	50-75ambig	-5	68%	0		1	5	10495014	10518137	
	54084	252974	HomoloGene	C21orf29	MGC11251|TSPEAR	chromosome 21 open reading frame 29	0			-2	0			-6	76%	0			21	44742202	44955922	
	64127	257632	HomoloGene	NOD2	ACUG|BLAU|CARD15|CD|CLR16.3|IBD1|NLRC2|NOD2B|PSORAS1	nucleotide-binding oligomerization domain containing 2	0			0				-4	65%	0			16	49288550	49324487	NACHT | CARD | LRR_1
	197322	257633	HomoloGene	LOC197322	FLJ39242	hypothetical protein LOC197322	1		2.80E-09	0	2	8	50-75ambig	20	0%	1	proteomics	14	16	87687824	87749669	AMP-binding
	113675	257635	HomoloGene	SDSL	SDS-RS1	serine dehydratase-like	0	1	3.70E-13	0	1	8		6	7%	1	computational_pred		12	112344598	112360463	PALP
	343170	257905	HomoloGene	OR5AY1	OR1-39	"olfactory receptor, family 5, subfamily AY, member 1"	0			-1				-9	88%	0			1	245968539	245969487	7tm_1
	441669	257909	HomoloGene	OR4Q3	C14orf13|HSA6|OR14-3|OR4Q4|c14_5008	"olfactory receptor, family 4, subfamily Q, member 3"	0			-1		0		-10	90%	0			14	19285426	19286367	7tm_1
	390079	257910	HomoloGene	OR52E8	OR11-54	"olfactory receptor, family 52, subfamily E, member 8"	0			-1		0		-10	90%	0			11	5834554	5835507	7tm_1
	219484	257916	HomoloGene	OR5M8	OR11-194	"olfactory receptor, family 5, subfamily M, member 8"	0			-1				-9	88%	0			11	56014486	56015421	7tm_1
	343172	257917	HomoloGene	OR2T8	OR2T8P	"olfactory receptor, family 2, subfamily T, member 8"	0			-1		0		-10	90%	0			1	246150942	246151880	7tm_1
	343171	257931	HomoloGene	OR2W3	OR2W3P|OR2W8P|OST718	"olfactory receptor, family 2, subfamily W, member 3"	0			-1				-9	88%	0			1	246125511	246126455	7tm_1
	219487	257936	HomoloGene	OR5M11	OR11-199	"olfactory receptor, family 5, subfamily M, member 11"	0			-1				-9	88%	0			11	56066391	56067308	7tm_1
	283365	257985	HomoloGene	OR6C6	-	"olfactory receptor, family 6, subfamily C, member 6"	0			-1				-9	88%	0			12	53974338	53975282	7tm_1
	26211	258016	HomoloGene	OR2F1	OLF3|OR14-60|OR2F3|OR2F3P|OR2F4|OR2F5|OR7-139|OR7-140	"olfactory receptor, family 2, subfamily F, member 1"	0			-1				-9	88%	0			7	143287952	143289040	7tm_1
	134083	258027	HomoloGene	OR2Y1	OR5-2	"olfactory receptor, family 2, subfamily Y, member 1"	0			-1				-9	88%	0			5	180098728	180099663	7tm_1
	81050	258036	HomoloGene	OR5AC2	HSA1	"olfactory receptor, family 5, subfamily AC, member 2"	0			-1				-9	88%	0			3	99288706	99289635	7tm_1
	81697	258067	HomoloGene	OR2B2	OR2B2Q|OR2B9|OR6-1|dJ193B12.4|hs6M1-10	"olfactory receptor, family 2, subfamily B, member 2"	0			-1		0		-10	90%	0			6	27987002	27988075	7tm_1
	390883	258074	HomoloGene	OR7G3	OST085	"olfactory receptor, family 7, subfamily G, member 3"	0			-1				-9	88%	0			19	9097687	9098625	7tm_1
	26494	258086	HomoloGene	OR8G1	HSTPCR25|OR8G1P|TPCR25	"olfactory receptor, family 8, subfamily G, member 1"	0			-1		0		-10	90%	0			11	123625632	123626496	7tm_1
	401994	258089	HomoloGene	OR5BU1	OR5BU1P	"olfactory receptor, family 5, subfamily BU, member 1"	0			-1				-9	88%	0			1	246911292	246912227	7tm_1
	81341	258098	HomoloGene	OR10W1	OR10W1P|OR10W1Q|OR11-236|UNQ6469	"olfactory receptor, family 10, subfamily W, member 1"	0			-1		1		-10	90%	0			11	57790839	57792307	7tm_1
